DATE,growth_indicator
1990-08-01,-0.3622373700601874
1990-09-01,-0.5244233864368264
1990-10-01,-0.8953026853143093
1990-11-01,-0.9194270161529499
1990-12-01,-1.0023318309211333
1991-01-01,-1.4101400305877463
1991-02-01,-1.1698760084401592
1991-03-01,-0.8084533350438592
1991-04-01,-0.7082275214342655
1991-05-01,-0.6034754911267539
1991-06-01,-0.4229255822301873
1991-07-01,-0.4031630929046753
1991-08-01,-0.36287665855381956
1991-09-01,-0.5569064016523568
1991-10-01,-0.5993989551013417
1991-11-01,-0.7731703284432309
1991-12-01,-0.9576007549590071
1992-01-01,-0.865316228447093
1992-02-01,-0.6972554977715655
1992-03-01,-0.5240166516177868
1992-04-01,-0.6024672259615415
1992-05-01,-0.5178997165059254
1992-06-01,-0.5491697623691386
1992-07-01,-0.6662916776925476
1992-08-01,-0.6599055427218595
1992-09-01,-0.7544288669337458
1992-10-01,-0.9879886936635306
1992-11-01,-0.7103074580388927
1992-12-01,-0.5630154405605445
1993-01-01,-0.45002574243065063
1993-02-01,-0.4817837916440054
1993-03-01,-0.4688340262646563
1993-04-01,-0.579206490346453
1993-05-01,-0.5722926857404944
1993-06-01,-0.4198068954414964
1993-07-01,-0.31903221820671934
1993-08-01,-0.09003452866973527
1993-09-01,-0.055471770278330834
1993-10-01,0.023541809707873784
1993-11-01,-0.09574774715978165
1993-12-01,0.11545192299388647
1994-01-01,0.2982826344267079
1994-02-01,0.1829594606377272
1994-03-01,-0.03486001641460554
1994-04-01,0.04443103555198177
1994-05-01,0.377530812086201
1994-06-01,0.3641647636726336
1994-07-01,0.37582363869769797
1994-08-01,0.4415787192240489
1994-09-01,0.4208550109909431
1994-10-01,0.36548128043927924
1994-11-01,0.4481064149360573
1994-12-01,0.6197450306394104
1995-01-01,0.7986319932621542
1995-02-01,0.7803982608327752
1995-03-01,0.6769312587323065
1995-04-01,0.6322162807708764
1995-05-01,0.7349976429580101
1995-06-01,0.703789434063316
1995-07-01,0.6262613251917657
1995-08-01,0.6519637005306197
1995-09-01,0.7868365738020578
1995-10-01,0.75661926754389
1995-11-01,0.8180493331059375
1995-12-01,0.8576881239227176
1996-01-01,0.7640551317704722
1996-02-01,0.5162905072478571
1996-03-01,0.3756480045035005
1996-04-01,0.45645168955884474
1996-05-01,0.5675405687994861
1996-06-01,0.611645800429522
1996-07-01,0.5501723854080829
1996-08-01,0.6476543866484485
1996-09-01,0.5660904040473764
1996-10-01,0.5792240972511047
1996-11-01,0.597262498518898
1996-12-01,0.47805210570508866
1997-01-01,0.45543728308178877
1997-02-01,0.404868585783045
1997-03-01,0.5065469848547457
1997-04-01,0.5494062430211833
1997-05-01,0.5148722359895966
1997-06-01,0.5163301865604669
1997-07-01,0.5377865113656803
1997-08-01,0.45177571101815145
1997-09-01,0.47511063049616986
1997-10-01,0.514601824313446
1997-11-01,0.15724660974429952
1997-12-01,0.4497202312036945
1998-01-01,0.4990397705431595
1998-02-01,0.7602089137801421
1998-03-01,0.8501181047388773
1998-04-01,0.6851473561101282
1998-05-01,0.7189029078139355
1998-06-01,0.7565837908357418
1998-07-01,0.7764127812134322
1998-08-01,0.1812970408754036
1998-09-01,-0.37240171721687876
1998-10-01,-0.7284060257231912
1998-11-01,-0.04559984908971565
1998-12-01,-0.1277261697680051
1999-01-01,-0.1860232023292704
1999-02-01,-0.12832636422586507
1999-03-01,0.09427505388215363
1999-04-01,0.1167403654147682
1999-05-01,-0.07356314126607016
1999-06-01,0.08531357150569932
1999-07-01,0.32960884230742665
1999-08-01,0.0901385862809213
1999-09-01,0.04039018682690865
1999-10-01,-0.10400463064387966
1999-11-01,0.30958523312774594
1999-12-01,0.4346445424331136
2000-01-01,0.55553310723262
2000-02-01,0.5883616151760729
2000-03-01,0.36751708873051947
2000-04-01,-0.048568309025602996
2000-05-01,-0.14872767236155587
2000-06-01,0.20919888956605937
2000-07-01,0.4033709845419797
2000-08-01,0.3744702400292301
2000-09-01,0.1990205536364863
2000-10-01,-0.08229325040550786
2000-11-01,-0.0851067407286509
2000-12-01,-0.1801209066821698
2001-01-01,-0.27592908507543834
2001-02-01,-0.1118288431033449
2001-03-01,-0.5831908836747963
2001-04-01,-0.7329444095958069
2001-05-01,-0.44321371306927115
2001-06-01,-0.38580892278894785
2001-07-01,-0.5765337550035794
2001-08-01,-0.6801628025131337
2001-09-01,-1.7475968576103305
2001-10-01,-1.8336506206735779
2001-11-01,-1.5545176740916085
2001-12-01,-1.2662036857808747
2002-01-01,-1.0279101621021411
2002-02-01,-1.1524975375783566
2002-03-01,-0.763088633956573
2002-04-01,-0.8909336174578604
2002-05-01,-1.051204468515393
2002-06-01,-1.2511318937777764
2002-07-01,-1.7531798008845487
2002-08-01,-1.7295216982712627
2002-09-01,-2.0715664314964664
2002-10-01,-2.0827398150733485
2002-11-01,-1.663062436164436
2002-12-01,-1.5779618579284669
2003-01-01,-1.297018970149997
2003-02-01,-1.4702635902323382
2003-03-01,-1.311778956844663
2003-04-01,-0.9345041241479503
2003-05-01,-0.547763876587658
2003-06-01,-0.5157439380596638
2003-07-01,-0.39832956037244727
2003-08-01,-0.41428681394617084
2003-09-01,-0.24185551875830857
2003-10-01,-0.10882942845087251
2003-11-01,0.06657270110629532
2003-12-01,0.026649189288455166
2004-01-01,0.2199532875545263
2004-02-01,0.29185602092266755
2004-03-01,0.18905527181282966
2004-04-01,0.46173295504896894
2004-05-01,0.3583639569150284
2004-06-01,0.5631487948397073
2004-07-01,0.4321524162590886
2004-08-01,0.5181248241095524
2004-09-01,0.6886525634226686
2004-10-01,0.6958990098813448
2004-11-01,0.9355055243219143
2004-12-01,1.0957137974599123
2005-01-01,1.186159090261325
2005-02-01,1.5141406908064714
2005-03-01,1.4743852416001482
2005-04-01,1.2791073062710152
2005-05-01,1.3553927727268542
2005-06-01,1.4311125404647629
2005-07-01,1.6622132951079505
2005-08-01,1.7002656929954925
2005-09-01,1.6706875291884722
2005-10-01,1.5359172023771488
2005-11-01,1.5661430322411842
2005-12-01,1.771521491850939
2006-01-01,1.686265559183393
2006-02-01,1.9034472027746416
2006-03-01,1.8731385178415405
2006-04-01,1.8125629870004099
2006-05-01,1.5904876927891451
2006-06-01,1.3130427282951542
2006-07-01,1.420548575248713
2006-08-01,1.402066471819536
2006-09-01,1.450573852986234
2006-10-01,1.426331157333646
2006-11-01,1.4579224362398004
2006-12-01,1.356493880089897
2007-01-01,1.4977799970709398
2007-02-01,1.5082153211937104
2007-03-01,1.187045574762767
2007-04-01,1.2774151608898363
2007-05-01,1.145604738426421
2007-06-01,1.0641676785764154
2007-07-01,0.8206467788795784
2007-08-01,0.1144969425580446
2007-09-01,0.1451319035570232
2007-10-01,0.2850358546920152
2007-11-01,-0.35506106881483135
2007-12-01,-0.43972125028323383
2008-01-01,-0.95057820527585
2008-02-01,-1.4488034722312841
2008-03-01,-1.9172562063513454
2008-04-01,-1.7408191763678325
2008-05-01,-1.4442488753124534
2008-06-01,-1.6213558264426167
2008-07-01,-1.6555901016674417
2008-08-01,-1.86915449432255
2008-09-01,-2.7712208863844165
2008-10-01,-5.848369298926689
2008-11-01,-6.620030097535293
2008-12-01,-6.369905488489188
2009-01-01,-5.820323216422234
2009-02-01,-5.581715081327666
2009-03-01,-5.944088609427636
2009-04-01,-5.604676519712399
2009-05-01,-4.7548824349811625
2009-06-01,-3.7728628623646987
2009-07-01,-3.3166753455610305
2009-08-01,-2.793415549352746
2009-09-01,-2.623299309131115
2009-10-01,-2.5850207310775355
2009-11-01,-2.587987133336606
2009-12-01,-2.3116506005634343
2010-01-01,-2.015649064166059
2010-02-01,-2.2288411819252754
2010-03-01,-1.8941270776526973
2010-04-01,-1.7238319440330785
2010-05-01,-2.592847163777371
2010-06-01,-2.8576068867709914
2010-07-01,-2.564858997241819
2010-08-01,-2.424702791980854
2010-09-01,-2.367522335680846
2010-10-01,-2.387102205785432
2010-11-01,-2.401018249525862
2010-12-01,-2.06974116762707
2011-01-01,-1.8888744146937195
2011-02-01,-1.889928790917479
2011-03-01,-2.0940803375236494
2011-04-01,-1.7802713499207514
2011-05-01,-1.8045687655510392
2011-06-01,-1.979975550212739
2011-07-01,-1.961591239450574
2011-08-01,-2.8541295956217283
2011-09-01,-3.025103303163837
2011-10-01,-2.8731891531361415
2011-11-01,-2.6365154715994272
2011-12-01,-2.357326086589696
2012-01-01,-2.105045598363711
2012-02-01,-1.920569213568545
2012-03-01,-1.7012890128381537
2012-04-01,-1.742348368080359
2012-05-01,-2.049991013961339
2012-06-01,-2.0533588250065655
2012-07-01,-1.813587424453101
2012-08-01,-1.5940020734291136
2012-09-01,-1.494740402805447
2012-10-01,-1.1961588170599897
2012-11-01,-1.262295682785707
2012-12-01,-1.3361799076052412
2013-01-01,-1.0673966603192802
2013-02-01,-1.1393835199291724
2013-03-01,-1.0501979705243256
2013-04-01,-1.0431198917863571
2013-05-01,-0.9592031538127735
2013-06-01,-1.3035474487238143
2013-07-01,-1.1478677427482757
2013-08-01,-1.079154892833618
2013-09-01,-1.1289351661676543
2013-10-01,-1.0795399197807258
2013-11-01,-0.9375265848568615
2013-12-01,-0.8905657933565518
2014-01-01,-0.7860020694008225
2014-02-01,-0.8904948051088588
2014-03-01,-0.745929933483103
2014-04-01,-0.5381067631748078
2014-05-01,-0.3952966099909445
2014-06-01,-0.44261047218153715
2014-07-01,-0.46248170417584644
2014-08-01,-0.4775558560712369
2014-09-01,-0.5300930371466201
2014-10-01,-0.771536885574746
2014-11-01,-0.5799113346675941
2014-12-01,-0.7912646389501148
2015-01-01,-0.8798783177686759
2015-02-01,-0.7357333014400169
2015-03-01,-0.5772906686972825
2015-04-01,-0.5947372855724316
2015-05-01,-0.6496117408769729
2015-06-01,-0.6655059422741043
2015-07-01,-0.6254786972566839
2015-08-01,-1.249429200949515
2015-09-01,-1.5867533135965033
2015-10-01,-1.3073890750491943
2015-11-01,-1.234459267146445
2015-12-01,-1.2145692587768393
2016-01-01,-1.5997667119059003
2016-02-01,-1.6940800063249506
2016-03-01,-1.1091952096017674
2016-04-01,-0.8440645221586309
2016-05-01,-0.7283554470007404
2016-06-01,-0.8070689884754139
2016-07-01,-0.38738673752447056
2016-08-01,-0.3298823752270732
2016-09-01,-0.436505600747246
2016-10-01,-0.3011860243807859
2016-11-01,-0.4229302078562953
2016-12-01,-0.16242548518957153
2017-01-01,0.033064780501617375
2017-02-01,0.11202087661422414
2017-03-01,0.0682266795358982
2017-04-01,0.05721586753212002
2017-05-01,0.1520794270214171
2017-06-01,0.2336612755381685
2017-07-01,0.4997056205037765
2017-08-01,0.293357261181287
2017-09-01,0.46979939488240907
2017-10-01,0.4799715153233336
2017-11-01,0.6163877213602318
2017-12-01,0.6643340650846163
2018-01-01,0.7557006445990962
2018-02-01,0.1610697965876851
2018-03-01,0.26675084782420444
2018-04-01,0.39780365074821933
2018-05-01,0.513329725312522
2018-06-01,0.4864843314005389
2018-07-01,0.5555340682293399
2018-08-01,0.6041611262364509
2018-09-01,0.5321647184415162
2018-10-01,0.23518412616228068
2018-11-01,0.03320262188727069
2018-12-01,-0.28194491159431656
2019-01-01,-0.08074683174900624
2019-02-01,0.18136746451186012
2019-03-01,0.296504406013933
2019-04-01,0.46551416694556347
2019-05-01,0.26959041080949125
2019-06-01,0.2804528674818352
2019-07-01,0.5135632271402166
2019-08-01,0.3131925650876009
2019-09-01,0.7013956919169445
2019-10-01,0.6130092982554475
2019-11-01,0.7951164058669176
2019-12-01,0.788129269496293
2020-01-01,0.7222772481737962
2020-02-01,0.4770276908485503
2020-03-01,-2.66118293473206
2020-04-01,-2.8805222505097063
2020-05-01,-6.712257376396422
2020-06-01,-4.0917416822485855
2020-07-01,-2.269331827775325
2020-08-01,-1.566853276843195
2020-09-01,-1.4050182739287553
2020-10-01,-1.193736496850722
2020-11-01,-0.7556533718026435
2020-12-01,-0.3031750425825726
2021-01-01,-0.40794819517698
2021-02-01,-0.24631669182216842
2021-03-01,-0.3887036809094489
2021-04-01,0.10479206053466555
2021-05-01,0.02445680111099896
2021-06-01,0.34054803522197946
2021-07-01,0.4058734474544423
2021-08-01,0.41121634380709343
2021-09-01,0.6387129625995683
2021-10-01,0.5474568691381864
2021-11-01,0.7087769456324776
2021-12-01,0.6008992671326169
2022-01-01,0.705346014156676
2022-02-01,0.2827803758167843
2022-03-01,0.007746321533596112
2022-04-01,0.32539790324680445
2022-05-01,-0.21784675366710726
2022-06-01,-0.14683929145604174
2022-07-01,-0.001566357889328518
2022-08-01,0.28557594812150255
2022-09-01,-0.06251863790797932
2022-10-01,-0.2618742077439721
2022-11-01,0.2818041051673289
2022-12-01,0.47694183617622393
2023-01-01,0.6312041424282291
2023-02-01,0.6945875377797007
2023-03-01,0.6189533387803079
2023-04-01,0.7940491491846066
2023-05-01,0.6837529610768126
2023-06-01,1.1036809088173505
2023-07-01,1.1383592243534517
2023-08-01,1.0350429493288777
2023-09-01,1.205217624757335
2023-10-01,0.82386469133987
