,0
0,0.016847359577387568
1,0.01687874544291751
2,-0.032470423076595895
3,-0.02836600847998821
4,0.030877986458175827
5,0.0007137944832101546
6,-0.003201306286904245
7,-0.011508015053982698
8,-0.02235115565861903
9,-0.040251383975176275
10,0.013215324390963328
11,0.032219628530275
12,0.009231730122925753
13,-0.0067967747450702175
14,-0.0076725189331654725
15,0.021868385229325174
16,-0.007765215493470081
17,-0.007101590935023619
18,-0.028259120881675582
19,-0.035626887611184904
20,-0.00011201817074540918
21,-0.041212850208378365
22,0.029136787832961267
23,0.026031923949259947
24,-0.023184668702069942
25,-0.014418746200228826
26,-0.0032727490212209323
27,-0.0002890224903102176
28,0.03245663824914273
29,0.02951584075702682
30,0.005451327530589957
31,0.01613329296661911
32,0.013522954100777945
33,-0.0013402738294554118
34,0.02833852669902957
35,0.007946096524404938
36,0.015925250919744754
37,0.011013318971645699
38,0.009508655253434748
39,-0.008028680332117144
40,-0.009450549835778437
41,0.00507057786244541
42,0.008925925415984227
43,-0.012518043471605428
44,0.0060107677320166445
45,0.010794274759008592
46,0.0066352745986818455
47,0.022167371473117873
48,0.012903385246119182
49,-0.008591733043138011
50,0.01023203752580469
