,0
0,0.02189864000385007
1,0.00849161778344173
2,0.013362920221907102
3,0.0023732353562456497
4,0.013450138020809427
5,-0.002878243483668251
6,-0.007946705697389204
7,-0.006228606004181036
8,-0.02854592918621354
9,-0.03398355970937024
10,0.05087439833343958
11,-0.00633193882102731
12,0.004910882216220352
13,0.025920413309655436
14,0.017578155869029572
15,0.003852832675567363
16,0.0015298093162885635
17,-0.02859876904469122
18,0.01608452337098569
19,0.005992329398567672
20,0.00835159392302834
21,0.012884876347231863
22,-0.001244230073269054
23,0.005446093708541754
24,0.006549434714182928
25,0.0262123888160628
26,0.0046448663278294
27,0.011042430458312527
28,0.0065682239675111794
29,0.006398583072837801
30,-0.013504521470204957
31,0.025371198894501117
32,-0.011458644108824455
33,0.018889045089372582
34,0.017070315094684773
35,0.008883782020364227
36,0.004760081886382191
37,-0.00958034495627181
38,0.020364587484534763
39,-0.004576346433578464
40,0.002623165872347382
41,0.011549552262805272
42,0.008809641928123084
43,-0.004033828832489848
44,0.016010513351055734
45,-0.015596818064937705
46,0.015046697057827246
47,0.010640263741597215
48,-0.0012785636940991678
49,0.0025526440442938296
50,0.01724727622909197
51,-0.0009121288613374529
52,0.010304016107886517
53,0.003721629077340844
54,-0.012747230465747978
55,0.003480860364769212
56,-0.029480599247591107
57,-0.01160131377162319
58,0.030745840008368084
59,0.0017192469169241152
60,-0.01075374815285146
61,-0.020305511961371696
62,0.0011269633857328202
63,0.028165495996173642
64,0.004868070178859067
65,0.005694030289264316
66,0.007530549364482508
67,0.021155973690155955
68,0.0067706448722253025
69,0.005166116576840528
70,-0.012959729914874239
71,0.0065709904294432705
72,0.006132805248199803
73,0.014699566542239872
74,0.01424522565311152
75,0.0059275619923957355
76,0.00968382497465995
77,0.008196685048750546
78,0.0024440692990705705
79,0.015262353254265492
80,0.003754949345278982
81,0.007878271746524402
82,0.012150556147769461
83,0.007816405756272127
84,0.004535375652496627
85,0.025498449702952047
86,-0.02295609863935611
87,-0.002180585991278
88,-0.0010577949441064188
89,0.005669609050169273
90,-0.005517748819276701
91,0.015650542018410356
92,0.006887055723302891
93,-0.002948854373797146
94,-0.03791500719786375
95,0.012472547764257937
96,-0.032141317798564835
97,0.05405565696290976
98,0.011445531889334065
99,0.012478887347611083
100,0.016229179015055828
101,-0.022442883520925792
102,0.032833310010546846
103,0.005807500069121982
104,-0.002457578195011455
105,0.007354591544097773
106,0.01584932828022348
107,0.011562439925076209
108,0.01321627238122135
