,ESGU,EAGG,ESGE,ESML,SUSB,ESGD,SHY,SUSA,GOVT,MBB,SUSC,mu,sigma_p,CVaR,Var,Realized_r_t,Target_vol
0,0.0,0.0,0.0,0.0,0.11921635051926559,0.0,0.8528399244010192,0.0,0.0,0.027943725079715223,0.0,0.004255953447452771,0.004522635624610902,0.0036220612882437893,0.0017772551746713515,-0.0028355302800701764,0.023094010767585032
0,0.0,0.0,0.16528940846979723,0.29613875694932124,0.0,0.0,0.5385718345808815,0.0,0.0,0.0,0.0,0.016334152351116314,0.023093981022570032,0.024517341254237157,0.015027650510072203,0.00439906795863771,0.023094010767585032
0,0.0,0.0,0.0,0.0,0.0,0.02495280231502128,0.44376068814679326,0.5312865095381855,0.0,0.0,0.0,0.0033700433915591003,0.02309399357731725,0.03544599799750901,0.025959898767225133,0.01869772340935832,0.023094010767585032
0,0.0,0.0,0.0,0.0005231689107594306,0.17538439298755426,0.0,0.814668577993252,0.009423860108434275,0.0,0.0,0.0,0.0032019600118122923,0.003920165573380694,0.003790534622901518,0.0016266073834182789,-0.0008382811809293955,0.023094010767585032
0,0.0,0.0,0.0,0.0,0.18985592407856322,0.0,0.8101440759214368,0.0,0.0,0.0,0.0,0.003403460964618709,0.004547138665618392,0.0052999050960693475,0.0024819646030356636,0.004466898547656195,0.023094010767585032
0,0.0,0.0,0.0,0.0,0.11800869756502902,0.0,0.8520795503187221,0.0,0.0,0.029911752116248913,0.0,0.0032207469779263953,0.004136367105351656,0.0036824278117048243,0.002464522013169091,0.003542497153292514,0.023094010767585032
0,0.0,0.0,0.0,0.0,0.09892289484845682,0.0,0.8400625634231026,0.0,0.0,0.06101454172844059,0.0,0.004136264638830277,0.004136803248357596,0.003215410936280136,0.0006851234078832331,4.259877478606681e-05,0.023094010767585032
0,0.0,2.091256816604941e-07,0.18805152822750748,0.0,0.0,0.44274651528036785,0.36920174736644307,0.0,0.0,0.0,0.0,0.013070966389922339,0.02309399650298645,0.026263566728660846,0.015002220349561897,-0.005483310662860641,0.023094010767585032
0,0.0,0.0,0.0,0.21083952793100574,0.0,0.14857819995243843,0.0,0.07869040594193809,0.0,0.5618918661746177,0.0,0.00832560551120348,0.02309399080669514,0.027850143040356726,0.018285625397254944,-0.025172050630421716,0.023094010767585032
0,0.0,0.0,0.0024653792047610885,0.15650431939505563,0.0,0.31827642189711786,0.19708167362026036,0.0,0.0,0.32567220588280504,0.0,0.016214840135492535,0.023093961100539503,0.02183960923473758,0.009151529905360957,-0.031033668177113366,0.023094010767585032
