,0
0,0.01321627238122135
1,0.004960219728523336
2,-0.02640506587769533
3,-0.0732117516090449
4,0.058481510121022144
5,0.02706675120138974
6,0.01763280262103176
7,0.033433169083055686
8,0.02194873634964118
9,-0.013463053232647586
10,-0.003778126050815255
11,0.061463974085478455
12,0.021032402999349123
13,0.007360422941738782
14,0.006313641375788626
15,0.006899832467660418
16,0.02004297724084486
17,0.007575794678371518
18,0.00702948289589231
19,0.004026706937911765
20,0.010317351515268627
21,-0.02264491621073297
22,0.02175384662012472
23,-0.014249746382344237
24,0.01138893210872588
25,-0.02750628509784549
26,-0.019744811167626535
27,-0.00972105540684652
28,-0.05153226719285575
29,0.005840399117673855
30,-0.04772886437051569
31,0.046288138381930494
32,-0.03113785555550898
33,-0.06573003457251528
34,0.024961409640843982
35,0.0585653231719115
36,-0.028129368325512244
37,0.05876143804140112
38,-0.028802390918862584
39,0.018852847041932054
40,0.005636956017420319
41,-0.01161469037282151
42,0.02268084429544204
43,0.02313328479730592
44,-0.018521665546602444
45,-0.032349498995881784
